"","ID","Description","Calories","Protein","TotalFat","Carbohydrate","Sodium","Cholesterol","Sugar","Calcium","Iron","Potassium","VitaminC","VitaminE","VitaminD","HighSodium","HighCals","HighSugar","HighProtein","HighFat"
"1998",9083,"CURRANTS,EUROPEAN BLACK,RAW",63,1.4,0.41,15.38,2,0,8.22935471255377,55,1.54,322,181,1,0.577054226852948,0,0,1,0,0
"1999",9084,"CURRANTS,RED&WHITE,RAW",56,1.4,0.2,13.8,1,0,7.37,33,1,275,41,0.1,0,0,0,0,0,0
"2000",9085,"CURRANTS,ZANTE,DRIED",283,4.08,0.27,74.08,8,0,67.28,86,3.26,892,4.7,0.11,0,0,1,1,0,0
"2001",9086,"CUSTARD-APPLE,(BULLOCK'S-HEART),RAW",101,1.7,0.6,25.2,4,0,8.22935471255377,30,0.71,382,19.2,1.47435755478662,0.577054226852948,0,0,1,0,0
"2002",9087,"DATES,DEGLET NOOR",282,2.45,0.39,75.03,2,0,63.35,39,1.02,656,0.4,0.05,0,0,1,1,0,0
"2003",9088,"ELDERBERRIES,RAW",73,0.66,0.5,18.4,6,0,8.22935471255377,38,1.6,280,36,1.47435755478662,0.577054226852948,0,0,1,0,0
"2004",9089,"FIGS,RAW",74,0.75,0.3,19.18,1,0,16.26,35,0.37,232,2,0.11,0,0,0,1,0,0
"2005",9090,"FIGS,CND,H2O PK,SOL&LIQUIDS",53,0.4,0.1,13.99,1,0,11.79,28,0.29,103,1,0.08,0,0,0,1,0,0
"2006",9091,"FIGS,CND,LT SYRUP PK,SOL&LIQUIDS",69,0.39,0.1,17.95,1,0,16.15,27,0.29,102,1,0.1,0,0,0,1,0,0
"2007",9092,"FIGS,CND,HVY SYRUP PK,SOL&LIQUIDS",88,0.38,0.1,22.9,1,0,20.7,27,0.28,99,1,0.12,0,0,0,1,0,0
"2008",9093,"FIGS,CND,EX HVY SYRUP PK,SOL&LIQUIDS",107,0.38,0.1,27.86,1,0,8.22935471255377,26,0.28,97,1,1.47435755478662,0,0,0,1,0,0
"2009",9094,"FIGS,DRIED,UNCOOKED",249,3.3,0.93,63.87,10,0,47.92,162,2.03,680,1.2,0.35,0,0,1,1,0,0
"2010",9095,"FIGS,DRIED,STEWED",107,1.42,0.4,27.57,4,0,23.35,70,0.88,294,4.4,0.15,0,0,0,1,0,0
"2011",9096,"FRUIT COCKTAIL,CND,H2O PK,SOL&LIQUIDS",32,0.42,0.05,8.51,4,0,7.51,5,0.25,94,2.1,0.4,0,0,0,0,0,0
"2012",9097,"FRUIT COCKTAIL,CND,JUC PK,SOL&LIQUIDS",46,0.46,0.01,11.86,4,0,10.86,8,0.21,95,2.7,0.4,0,0,0,1,0,0
"2013",9098,"FRUIT COCKTAIL,CND,EX LT SYRUP,SOL&LIQUIDS",45,0.4,0.07,11.63,4,0,8.22935471255377,8,0.3,104,3,1.47435755478662,0,0,0,1,0,0
"2014",9099,"FRUIT COCKTAIL,CND,LT SYRUP,SOL&LIQUIDS",57,0.4,0.07,14.93,6,0,13.93,6,0.29,89,1.9,0.5,0,0,0,1,0,0
"2015",9100,"FRUIT COCKTAIL,CND,HVY SYRUP,SOL&LIQUIDS",73,0.39,0.07,18.91,6,0,17.91,6,0.29,88,1.9,0.4,0,0,0,1,0,0
"2016",9101,"FRUIT COCKTAIL,CND,EX HVY SYRUP,SOL&LIQUIDS",88,0.39,0.07,22.89,6,0,8.22935471255377,6,0.28,86,1.9,1.47435755478662,0,0,0,1,0,0
"2017",9102,"FRUIT SALAD,CND,H2O PK,SOL&LIQUIDS",30,0.35,0.07,7.87,3,0,8.22935471255377,7,0.3,78,1.9,1.47435755478662,0,0,0,1,0,0
"2018",9103,"FRUIT SALAD,CND,JUC PK,SOL&LIQUIDS",50,0.51,0.03,13.05,5,0,8.22935471255377,11,0.25,116,3.3,1.47435755478662,0,0,0,1,0,0
"2019",9104,"FRUIT SALAD,CND,LT SYRUP,SOL&LIQUIDS",58,0.34,0.07,15.14,6,0,8.22935471255377,7,0.29,82,2.5,1.47435755478662,0,0,0,1,0,0
"2020",9105,"FRUIT SALAD,CND,HVY SYRUP,SOL&LIQUIDS",73,0.34,0.07,19.11,6,0,18.11,6,0.28,80,2.4,0.4,0,0,0,1,0,0
"2021",9106,"FRUIT SALAD,CND,EX HVY SYRUP,SOL&LIQUIDS",88,0.33,0.06,22.77,5,0,8.22935471255377,6,0.28,80,2.1,1.47435755478662,0,0,0,1,0,0
"2022",9107,"GOOSEBERRIES,RAW",44,0.88,0.58,10.18,1,0,8.22935471255377,25,0.31,198,27.7,0.37,0.577054226852948,0,0,1,0,0
"2023",9109,"GOOSEBERRIES,CND,LT SYRUP PK,SOL&LIQUIDS",73,0.65,0.2,18.75,2,0,8.22935471255377,16,0.33,77,10,1.47435755478662,0.577054226852948,0,0,1,0,0
"2024",9111,"GRAPEFRUIT,RAW,PINK&RED&WHITE,ALL AREAS",32,0.63,0.1,8.08,0,0,6.98,12,0.09,139,34.4,0.13,0,0,0,0,0,0
"2025",9112,"GRAPEFRUIT,RAW,PINK&RED,ALL AREAS",42,0.77,0.14,10.66,0,0,6.89,22,0.08,135,31.2,0.13,0,0,0,0,0,0
"2026",9113,"GRAPEFRUIT,RAW,PINK&RED,CALIFORNIA&ARIZONA",37,0.5,0.1,9.69,1,0,8.22935471255377,11,0.08,147,38.1,1.47435755478662,0,0,0,1,0,0
"2027",9114,"GRAPEFRUIT,RAW,PINK & RED,FLORIDA",30,0.55,0.1,7.5,0,0,8.22935471255377,15,0.12,127,37,1.47435755478662,0,0,0,1,0,0
"2028",9116,"GRAPEFRUIT,RAW,WHITE,ALL AREAS",33,0.69,0.1,8.41,0,0,7.31,12,0.06,148,33.3,0.13,0,0,0,0,0,0
"2029",9117,"GRAPEFRUIT,RAW,WHITE,CALIFORNIA",37,0.88,0.1,9.09,0,0,8.22935471255377,12,0.08,143,33.3,1.47435755478662,0,0,0,1,0,0
"2030",9118,"GRAPEFRUIT,RAW,WHITE,FLORIDA",32,0.63,0.1,8.19,0,0,8.22935471255377,15,0.05,150,37,1.47435755478662,0,0,0,1,0,0
"2031",9119,"GRAPEFRUIT,SECTIONS,CND,H2O PK,SOL&LIQUIDS",36,0.58,0.1,9.15,2,0,8.75,15,0.41,132,21.8,0.09,0,0,0,1,0,0
"2032",9120,"GRAPEFRUIT,SECTIONS,CND,JUC PK,SOL&LIQUIDS",37,0.7,0.09,9.21,7,0,8.8,15,0.21,169,33.9,0.09,0,0,0,1,0,0
"2033",9121,"GRAPEFRUIT,SECTIONS,CND,LT SYRUP PK,SOL&LIQUIDS",60,0.56,0.1,15.44,2,0,15.04,14,0.4,129,21.3,0.09,0,0,0,1,0,0
"2034",9123,"GRAPEFRUIT JUC,WHITE,CND,UNSWTND",38,0.52,0.1,8.96,1,0,8.86,7,0.2,153,29.2,0.04,0,0,0,1,0,0
"2035",9124,"GRAPEFRUIT JUC,WHITE,CND,SWTND",46,0.58,0.09,11.13,2,0,11.03,8,0.36,162,26.9,0.04,0,0,0,1,0,0
"2036",9125,"GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,UNDIL",146,1.97,0.48,34.56,3,0,34.16,27,0.49,484,119.8,0.14,0,0,0,1,0,0
"2037",9126,"GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,DIL W/ 3 VOLUME H2O",41,0.55,0.13,9.73,1,0,9.63,8,0.14,136,33.7,0.04,0,0,0,1,0,0
"2038",9128,"GRAPEFRUIT JUC,WHITE,RAW",39,0.5,0.1,9.2,1,0,9.1,9,0.2,162,38,0.22,0,0,0,1,0,0
"2040",9130,"GRAPE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",60,0.37,0.13,14.77,5,0,14.2,11,0.25,104,25,0,0,0,0,1,0,0
"2041",9131,"GRAPES,AMERICAN TYPE (SLIP SKN),RAW",67,0.63,0.35,17.15,2,0,16.25,14,0.29,191,4,0.19,0,0,0,1,0,0
"2042",9132,"GRAPES,RED OR GRN (EURO TYPE,SUCH AS THOMPSON SEEDLESS),RAW",69,0.72,0.16,18.1,2,0,15.48,10,0.36,191,3.2,0.19,0,0,0,1,0,0
"2043",9133,"GRAPES,CND,THOMPSON SEEDLESS,H2O PK,SOL&LIQUIDS",40,0.5,0.11,10.3,6,0,9.7,10,0.98,107,1,0.13,0,0,0,1,0,0
"2044",9134,"GRAPES,CND,THOMPSON SEEDLESS,HVY SYRUP PK,SOL&LIQUIDS",76,0.48,0.1,19.65,5,0,19.05,10,0.94,103,1,0.13,0,0,0,1,0,0
"2045",9135,"GRAPE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",60,0.37,0.13,14.77,5,0,14.2,11,0.25,104,0.1,0,0,0,0,1,0,0
"2046",9136,"GRAPE JUC COCKTAIL,FRZ CONC,UNDIL,W/ ADDED VIT C",179,0.65,0.31,44.37,7,0,44.07,13,0.36,74,83.1,0,0,0,0,1,0,0
"2047",9137,"GRAPE JUC COCKTAIL,FRZ CONC,DIL W/ 3 VOL H2O,W/ ADDED VIT C",51,0.19,0.09,12.75,2,0,12.65,4,0.1,21,23.9,0,0,0,0,1,0,0
"2049",9139,"GUAVAS,COMMON,RAW",68,2.55,0.95,14.32,2,0,8.92,18,0.26,417,228.3,0.73,0,0,0,1,0,0
"2050",9140,"GUAVAS,STRAWBERRY,RAW",69,0.58,0.6,17.36,37,0,8.22935471255377,21,0.22,292,37,1.47435755478662,0.577054226852948,0,0,1,0,0
"2051",9143,"GUAVA SAUCE,COOKED",36,0.32,0.14,9.48,4,0,5.88,7,0.18,225,146.4,0.55,0,0,0,0,0,0
"2052",9144,"JACKFRUIT,RAW",95,1.72,0.64,23.25,2,0,19.08,24,0.23,448,13.7,0.34,0.577054226852948,0,0,1,0,0
"2053",9145,"JAVA-PLUM,(JAMBOLAN),RAW",60,0.72,0.23,15.56,14,0,8.22935471255377,19,0.19,79,14.3,1.47435755478662,0.577054226852948,0,0,1,0,0
"2054",9146,"JUJUBE,RAW",79,1.2,0.2,20.23,3,0,8.22935471255377,21,0.48,250,69,1.47435755478662,0.577054226852948,0,0,1,0,0
"2055",9147,"JUJUBE,DRIED",287,3.7,1.1,73.6,9,0,8.22935471255377,79,1.8,531,13,1.47435755478662,0.577054226852948,0,1,1,0,0
"2056",9148,"KIWIFRUIT,GRN,RAW",61,1.14,0.52,14.66,3,0,8.99,34,0.31,312,92.7,1.46,0,0,0,1,0,0
"2057",9149,"KUMQUATS,RAW",71,1.88,0.86,15.9,10,0,9.36,62,0.86,186,43.9,0.15,0,0,0,1,0,0
"2058",9150,"LEMONS,RAW,WITHOUT PEEL",29,1.1,0.3,9.32,2,0,2.5,26,0.6,138,53,0.15,0,0,0,0,0,0
"2059",9152,"LEMON JUICE,RAW",22,0.35,0.24,6.9,1,0,2.52,6,0.08,103,38.7,0.15,0,0,0,0,0,0
"2060",9153,"LEMON JUC,CND OR BTLD",21,0.4,0.29,6.48,21,0,2.4,11,0.13,102,24.8,0.15,0,0,0,0,0,0
"2061",9154,"LEMON JUC,FRZ,UNSWTND,SINGLE STRENGTH",22,0.46,0.32,6.5,1,0,2.4,8,0.12,89,31.5,0.08,0,0,0,0,0,0
"2062",9156,"LEMON PEEL,RAW",47,1.5,0.3,16,6,0,4.17,134,0.8,160,129,0.25,0,0,0,0,0,0
"2063",9159,"LIMES,RAW",30,0.7,0.2,10.54,2,0,1.69,33,0.6,102,29.1,0.22,0,0,0,0,0,0
"2064",9160,"LIME JUICE,RAW",25,0.42,0.07,8.42,2,0,1.69,14,0.09,117,30,0.22,0,0,0,0,0,0
"2065",9161,"LIME JUC,CND OR BTLD,UNSWTND",21,0.25,0.23,6.69,16,0,1.37,12,0.23,75,6.4,0.12,0,0,0,0,0,0
"2066",9164,"LITCHIS,RAW",66,0.83,0.44,16.53,1,0,15.23,5,0.31,171,71.5,0.07,0,0,0,1,0,0
"2067",9165,"LITCHIS,DRIED",277,3.8,1.2,70.7,3,0,66.1,33,1.7,1110,183,0.31,0,0,1,1,0,0
"2068",9167,"LOGANBERRIES,FROZEN",55,1.52,0.31,13.02,1,0,7.7,26,0.64,145,15.3,0.87,0,0,0,0,0,0
"2069",9172,"LONGANS,RAW",60,1.31,0.1,15.14,0,0,8.22935471255377,1,0.13,266,84,1.47435755478662,0.577054226852948,0,0,1,0,0
"2070",9173,"LONGANS,DRIED",286,4.9,0.4,74,48,0,8.22935471255377,45,5.4,658,28,1.47435755478662,0.577054226852948,0,1,1,0,0
"2071",9174,"LOQUATS,RAW",47,0.43,0.2,12.14,1,0,8.22935471255377,16,0.28,266,1,1.47435755478662,0.577054226852948,0,0,1,0,0
"2072",9175,"MAMMY-APPLE,(MAMEY),RAW",51,0.5,0.5,12.5,15,0,8.22935471255377,11,0.7,47,14,1.47435755478662,0.577054226852948,0,0,1,0,0
"2073",9176,"MANGOS,RAW",60,0.82,0.38,14.98,1,0,13.66,11,0.16,168,36.4,0.9,0,0,0,1,0,0
"2074",9177,"MANGOSTEEN,CND,SYRUP PK",73,0.41,0.58,17.91,7,0,8.22935471255377,12,0.3,48,2.9,1.47435755478662,0,0,0,1,0,0
"2075",9181,"MELONS,CANTALOUPE,RAW",34,0.84,0.19,8.16,16,0,7.86,9,0.21,267,36.7,0.05,0,0,0,0,0,0
"2076",9183,"MELONS,CASABA,RAW",28,1.11,0.1,6.58,9,0,5.69,11,0.34,182,21.8,0.05,0,0,0,0,0,0
"2077",9184,"MELONS,HONEYDEW,RAW",36,0.54,0.14,9.09,18,0,8.12,6,0.17,228,18,0.02,0,0,0,1,0,0
"2078",9185,"MELON BALLS,FROZEN",33,0.84,0.25,7.94,31,0,8.22935471255377,10,0.29,280,6.2,1.47435755478662,0,0,0,1,0,0
"2079",9187,"FRUIT,MXD,(PEACH&PEAR&PNAPPL),CND,HVY SYRUP,SOL&LIQUIDS",72,0.37,0.1,18.76,4,0,8.22935471255377,1,0.36,84,69,1.47435755478662,0,0,0,1,0,0
"2080",9188,"FRUIT,MXD,(PRUNE&APRICOT&PEAR),DRIED",243,2.46,0.49,64.06,18,0,8.22935471255377,38,2.71,796,3.8,1.47435755478662,0,0,1,1,0,0
"2081",9189,"FRUIT,MXD,(PCH, CHER-SWT & SR, RASPB, GRAPE, BOYS),FRZ,SWTND",98,1.42,0.18,24.23,3,0,8.22935471255377,7,0.28,131,75,1.47435755478662,0,0,0,1,0,0
"2082",9190,"MULBERRIES,RAW",43,1.44,0.39,9.8,10,0,8.1,39,1.85,194,36.4,0.87,0,0,0,1,0,0
"2083",9191,"NECTARINES,RAW",44,1.06,0.32,10.55,0,0,7.89,6,0.28,201,5.4,0.77,0,0,0,0,0,0
"2084",9192,"OHELOBERRIES,RAW",28,0.38,0.22,6.84,1,0,8.22935471255377,7,0.09,38,6,1.47435755478662,0.577054226852948,0,0,1,0,0
"2085",9193,"OLIVES,RIPE,CND (SMALL-EXTRA LRG)",115,0.84,10.68,6.26,735,0,0,88,3.3,8,0.9,1.65,0,1,0,0,0,1
"2086",9194,"OLIVES,RIPE,CND (JUMBO-SUPER COLOSSAL)",81,0.97,6.87,5.61,735,0,0,94,3.32,9,1.5,1.65,0,1,0,0,0,0
"2087",9195,"OLIVES,PICKLED,CND OR BTLD,GRN",145,1.03,15.32,3.84,1556,0,0.54,52,0.49,42,0,3.81,0,1,0,0,0,1
"2088",9200,"ORANGES,RAW,ALL COMM VAR",47,0.94,0.12,11.75,0,0,9.35,40,0.1,181,53.2,0.18,0,0,0,1,0,0
"2089",9201,"ORANGES,RAW,CALIFORNIA,VALENCIAS",49,1.04,0.3,11.89,0,0,8.22935471255377,40,0.09,179,48.5,1.47435755478662,0,0,0,1,0,0
"2090",9202,"ORANGES,RAW,NAVELS",49,0.91,0.15,12.54,1,0,8.5,43,0.13,166,59.1,0.15,0,0,0,1,0,0
"2091",9203,"ORANGES,RAW,FLORIDA",46,0.7,0.21,11.54,0,0,9.14,43,0.09,169,45,0.18,0,0,0,1,0,0
"2092",9205,"ORANGES,RAW,WITH PEEL",63,1.3,0.3,15.5,2,0,8.22935471255377,70,0.8,196,71,1.47435755478662,0.577054226852948,0,0,1,0,0
"2093",9206,"ORANGE JUICE,RAW",45,0.7,0.2,10.4,1,0,8.4,11,0.2,200,50,0.04,0,0,0,1,0,0
"2094",9207,"ORANGE JUC,CND,UNSWTND",47,0.68,0.15,11.01,4,0,8.76,10,0.1,184,30.1,0.2,0,0,0,1,0,0
"2095",9209,"ORANGE JUC,CHILLED,INCL FROM CONC",49,0.68,0.12,11.54,2,0,8.31,11,0.13,178,33.6,0.2,0,0,0,1,0,0
"2096",9210,"ORANGE JUC,CHILLED,INCL FROM CONC,FORT W/ CA & VITAMIN D",47,0.68,0.12,11.27,2,0,8.31,201,0.13,178,33.6,0.2,1.4,0,0,1,0,0
"2097",9211,"ORANGE JUC,CHILLED,INCL FROM CONC,FORT W/ CA",47,0.68,0.12,11.27,2,0,8.31,201,0.13,178,33.6,0.2,0,0,0,1,0,0
"2098",9214,"ORANGE JUC,FRZ CONC,UNSWTND,UNDIL",159,2.39,0.21,38.17,3,0,37.37,32,0.35,674,137.9,0.71,0,0,0,1,0,0
"2099",9215,"ORANGE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O",45,0.68,0.06,10.78,1,0,8.4,9,0.1,190,38.9,0.2,0,0,0,1,0,0
"2100",9216,"ORANGE PEEL,RAW",97,1.5,0.2,25,3,0,8.22935471255377,161,0.8,212,136,0.25,0.577054226852948,0,0,1,0,0
"2101",9217,"ORANGE-GRAPEFRUIT JUC,CND,UNSWTND",43,0.6,0.1,10.28,3,0,10.18,8,0.46,158,29.1,0.14,0,0,0,1,0,0
"2102",9218,"TANGERINES,(MANDARIN ORANGES),RAW",53,0.81,0.31,13.34,2,0,10.58,37,0.15,166,26.7,0.2,0,0,0,1,0,0
"2103",9219,"TANGERINES,(MANDARIN ORANGES),CND,JUC PK",37,0.62,0.03,9.57,5,0,8.87,11,0.27,133,34.2,0.1,0,0,0,1,0,0
"2104",9220,"TANGERINES,(MANDARIN ORANGES),CND,LT SYRUP PK",61,0.45,0.1,16.19,6,0,15.49,7,0.37,78,19.8,0.1,0,0,0,1,0,0
"2105",9221,"TANGERINE JUICE,RAW",43,0.5,0.2,10.1,1,0,9.9,18,0.2,178,31,0.13,0,0,0,1,0,0
"2106",9223,"TANGERINE JUC,CND,SWTND",50,0.5,0.2,12,1,0,11.8,18,0.2,178,22,0.15,0,0,0,1,0,0
"2107",9224,"TANGERINE JUC,FRZ CONC,SWTND,UNDIL",161,1.5,0.39,38.85,3,0,8.22935471255377,27,0.34,397,85.1,1.47435755478662,0,0,0,1,0,0
"2108",9225,"TANGERINE JUC,FRZ CONC,SWTND,DIL W/3 VOLUME H2O",46,0.43,0.11,11.06,1,0,8.22935471255377,8,0.1,113,24.2,1.47435755478662,0,0,0,1,0,0
"2109",9226,"PAPAYAS,RAW",43,0.47,0.26,10.82,8,0,7.82,20,0.25,182,60.9,0.3,0,0,0,0,0,0
"2111",9229,"PAPAYA NECTAR,CANNED",57,0.17,0.15,14.51,5,0,13.91,10,0.34,31,3,0.24,0,0,0,1,0,0
"2112",9231,"PASSION-FRUIT,(GRANADILLA),PURPLE,RAW",97,2.2,0.7,23.38,28,0,11.2,12,1.6,348,30,0.02,0,0,0,1,0,0
"2113",9232,"PASSION-FRUIT JUC,PURPLE,RAW",51,0.39,0.05,13.6,6,0,13.4,4,0.24,278,29.8,0.01,0,0,0,1,0,0
"2114",9233,"PASSION-FRUIT JUC,YEL,RAW",60,0.67,0.18,14.45,6,0,14.25,4,0.36,278,18.2,0.01,0,0,0,1,0,0
"2115",9236,"PEACHES,RAW",39,0.91,0.25,9.54,0,0,8.39,6,0.25,190,6.6,0.73,0,0,0,1,0,0
"2116",9237,"PEACHES,CND,H2O PK,SOL&LIQUIDS",24,0.44,0.06,6.11,3,0,4.81,2,0.32,99,2.9,0.49,0,0,0,0,0,0
"2117",9238,"PEACHES,CND,JUC PK,SOL&LIQUIDS",44,0.63,0.03,11.57,4,0,10.27,6,0.27,128,3.6,0.49,0,0,0,1,0,0
"2118",9239,"PEACHES,CND,EX LT SYRUP,SOL&LIQUIDS",42,0.4,0.1,11.1,5,0,8.22935471255377,5,0.3,74,3,1.47435755478662,0,0,0,1,0,0
"2119",9240,"PEACHES,CND,LT SYRUP PK,SOL&LIQUIDS",54,0.45,0.03,14.55,5,0,13.25,3,0.36,97,2.4,0.49,0,0,0,1,0,0
"2120",9241,"PEACHES,CND,HVY SYRUP PK,SOL&LIQUIDS",74,0.45,0.1,19.94,6,0,18.64,3,0.27,92,2.8,0.49,0,0,0,1,0,0
"2121",9242,"PEACHES,CND,EX HVY SYRUP PK,SOL&LIQUIDS",96,0.47,0.03,26.06,8,0,8.22935471255377,3,0.29,83,1.2,1.47435755478662,0,0,0,1,0,0
"2122",9243,"PEACHES,SPICED,CND,HVY SYRUP PK,SOL&LIQUIDS",75,0.41,0.1,20.08,4,0,18.78,6,0.28,85,5.3,0.49,0,0,0,1,0,0
"2123",9244,"PEACHES,DEHYD (LOW-MOISTURE),SULFURED,UNCKD",325,4.89,1.03,83.18,10,0,8.22935471255377,38,5.51,1351,10.6,1.47435755478662,0,0,1,1,0,0
"2124",9245,"PEACHES,DEHYD (LOW-MOISTURE),SULFURED,STWD",133,2.01,0.42,34.14,4,0,8.22935471255377,16,2.26,554,6.8,1.47435755478662,0,0,0,1,0,0
"2125",9246,"PEACHES,DRIED,SULFURED,UNCKD",239,3.61,0.76,61.33,7,0,41.74,28,4.06,996,4.8,0.19,0,0,1,1,0,0
"2126",9247,"PEACHES,DRIED,SULFURED,STWD,WO/ SUGAR",77,1.16,0.25,19.69,2,0,16.99,9,1.31,320,3.7,0.06,0,0,0,1,0,0
"2127",9248,"PEACHES,DRIED,SULFURED,STWD,W/ SUGAR",103,1.06,0.22,26.6,2,0,8.22935471255377,8,1.2,292,3.4,1.47435755478662,0,0,0,1,0,0
"2128",9250,"PEACHES,FRZ,SLICED,SWTND",94,0.63,0.13,23.98,6,0,22.18,3,0.37,130,94.2,0.62,0,0,0,1,0,0
"2129",9251,"PEACH NECTAR,CND,WO/ VIT C",54,0.27,0.02,13.92,7,0,13.32,5,0.19,40,5.3,0.29,0,0,0,1,0,0
"2130",9252,"PEARS,RAW",58,0.38,0.12,15.46,1,0,9.8,9,0.17,119,4.2,0.12,0,0,0,1,0,0
"2131",9253,"PEARS,CND,H2O PK,SOL&LIQUIDS",29,0.19,0.03,7.81,2,0,6.1,4,0.21,53,1,0.08,0,0,0,0,0,0
"2132",9254,"PEARS,CND,JUC PK,SOL&LIQUIDS",50,0.34,0.07,12.94,4,0,9.7,9,0.29,96,1.6,0.08,0,0,0,1,0,0
"2133",9255,"PEARS,CND,EX LT SYRUP PK,SOL&LIQUIDS",47,0.3,0.1,12.2,2,0,8.22935471255377,7,0.2,45,2,1.47435755478662,0,0,0,1,0,0
"2134",9256,"PEARS,CND,LT SYRUP PK,SOL&LIQUIDS",57,0.19,0.03,15.17,5,0,12.1,5,0.28,66,0.7,0.08,0,0,0,1,0,0
"2135",9257,"PEARS,CND,HVY SYRUP PK,SOL&LIQUIDS",74,0.2,0.13,19.17,5,0,15.2,5,0.22,65,1.1,0.08,0,0,0,1,0,0
"2136",9258,"PEARS,CND,EX HVY SYRUP PK,SOL&LIQUIDS",97,0.19,0.13,25.25,5,0,8.22935471255377,5,0.22,64,1.1,1.47435755478662,0,0,0,1,0,0
"2137",9259,"PEARS,DRIED,SULFURED,UNCKD",262,1.87,0.63,69.7,6,0,62.2,34,2.1,533,7,0.06,0,0,1,1,0,0
"2138",9260,"PEARS,DRIED,SULFURED,STWD,WO/ SUGAR",127,0.91,0.31,33.81,3,0,27.41,16,1.02,258,4,0.03,0,0,0,1,0,0
"2139",9261,"PEARS,DRIED,SULFURED,STWD,W/ SUGAR",140,0.86,0.29,37.14,3,0,8.22935471255377,15,0.97,245,3.8,1.47435755478662,0,0,0,1,0,0
"2140",9262,"PEAR NECTAR,CND,WO/ VIT C",60,0.11,0.01,15.76,4,0,15.16,5,0.26,13,1.1,0.05,0,0,0,1,0,0
"2141",9263,"PERSIMMONS,JAPANESE,RAW",70,0.58,0.19,18.59,1,0,12.53,8,0.15,161,7.5,0.73,0,0,0,1,0,0
"2142",9264,"PERSIMMONS,JAPANESE,DRIED",274,1.38,0.59,73.43,2,0,8.22935471255377,25,0.74,802,0,1.47435755478662,0,0,1,1,0,0
"2143",9265,"PERSIMMONS,NATIVE,RAW",127,0.8,0.4,33.5,1,0,8.22935471255377,27,2.5,310,66,1.47435755478662,0.577054226852948,0,0,1,0,0
"2144",9266,"PINEAPPLE,RAW,ALL VAR",50,0.54,0.12,13.12,1,0,9.85,13,0.29,109,47.8,0.02,0,0,0,1,0,0
"2145",9267,"PINEAPPLE,CND,H2O PK,SOL&LIQUIDS",32,0.43,0.09,8.3,1,0,7.5,15,0.4,127,7.7,0.01,0,0,0,0,0,0
"2146",9268,"PINEAPPLE,CND,JUC PK,SOL&LIQUIDS",60,0.42,0.08,15.7,1,0,14.45,14,0.28,122,9.5,0.01,0,0,0,1,0,0
"2147",9269,"PINEAPPLE,CND,LT SYRUP PK,SOL&LIQUIDS",52,0.36,0.12,13.45,1,0,12.65,14,0.39,105,7.5,0.01,0,0,0,1,0,0
"2148",9270,"PINEAPPLE,CND,HVY SYRUP PK,SOL&LIQUIDS",78,0.35,0.11,20.2,1,0,16.9,14,0.38,104,7.4,0.01,0,0,0,1,0,0
"2149",9271,"PINEAPPLE,CND,EX HVY SYRUP PK,SOL&LIQUIDS",83,0.34,0.11,21.5,1,0,8.22935471255377,14,0.38,102,7.3,1.47435755478662,0,0,0,1,0,0
"2150",9272,"PINEAPPLE,FRZ,CHUNKS,SWTND",86,0.4,0.1,22.2,2,0,21.1,9,0.4,100,8,0.02,0,0,0,1,0,0
"2151",9273,"PINEAPPLE JUC,CND,UNSWTND,WO/ VIT C",53,0.36,0.12,12.87,2,0,9.98,13,0.31,130,10,0.02,0,0,0,1,0,0
"2152",9274,"PINEAPPLE JUC,FRZ CONC,UNSWTND,UNDIL",179,1.3,0.1,44.3,3,0,43.6,39,0.9,472,42,0.03,0,0,0,1,0,0
"2153",9275,"PINEAPPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O",51,0.4,0.03,12.67,1,0,12.47,13,0.16,132,12,0.01,0,0,0,1,0,0
"2154",9276,"PITANGA,(SURINAM-CHERRY),RAW",33,0.8,0.4,7.49,3,0,8.22935471255377,9,0.2,103,26.3,1.47435755478662,0.577054226852948,0,0,1,0,0
"2155",9277,"PLANTAINS,RAW",122,1.3,0.37,31.89,4,0,15,3,0.6,499,18.4,0.14,0,0,0,1,0,0
"2156",9278,"PLANTAINS,COOKED",116,0.79,0.18,31.15,5,0,14,2,0.58,465,10.9,0.13,0,0,0,1,0,0
"2157",9279,"PLUMS,RAW",46,0.7,0.28,11.42,0,0,9.92,6,0.17,157,9.5,0.26,0,0,0,1,0,0
"2158",9281,"PLUMS,CND,PURPLE,H2O PK,SOL&LIQUIDS",41,0.39,0.01,11.03,1,0,10.1,7,0.16,126,2.7,0.18,0,0,0,1,0,0
"2159",9282,"PLUMS,CND,PURPLE,JUC PK,SOL&LIQUIDS",58,0.51,0.02,15.15,1,0,14.22,10,0.34,154,2.8,0.18,0,0,0,1,0,0
"2160",9283,"PLUMS,CND,PURPLE,LT SYRUP PK,SOL&LIQUIDS",63,0.37,0.1,16.28,20,0,15.35,9,0.86,93,0.4,0.18,0,0,0,1,0,0
