ID,Description,Calories,Protein,TotalFat,Carbohydrate
11468,"SQUASH,SMMR,CROOKNECK & STRAIGHTNECK,CKD,BLD,DRND,WO/ SALT",23,1.04,0.39,3.79
11858,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,W/SALT",19,1.04,0.39,3.79
8164,"CEREALS,CORN GRITS,YEL,REG & QUICK,ENR,CKD W/ H2O,WO/ SALT",65,1.23,0.39,13.86
8165,"CEREALS,CORN GRITS,YEL,REG,QUICK,ENR,CKD W/ H2O,W/ SALT",65,1.23,0.39,13.86
11559,"TOMATO PRODUCTS,CND,SAU,W/TOMATO TIDBITS",32,1.32,0.39,7.09
9021,"APRICOTS,RAW",48,1.4,0.39,11.12
9190,"MULBERRIES,RAW",43,1.44,0.39,9.8
9224,"TANGERINE JUC,FRZ CONC,SWTND,UNDIL",161,1.5,0.39,38.85
9087,"DATES,DEGLET NOOR",282,2.45,0.39,75.03
11457,"SPINACH,RAW",23,2.86,0.39,3.63
11101,"BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,WO/SALT",42,3.64,0.39,8.32
11746,"BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,W/SALT",42,3.64,0.39,8.32
11666,"SEAWEED,SPIRULINA,RAW",26,5.92,0.39,2.42
16026,"BEANS,GREAT NORTHERN,MATURE SEEDS,CND",114,7.37,0.39,21.02
16086,"PEAS,SPLIT,MATURE SEEDS,CKD,BLD,WO/SALT",118,8.34,0.39,21.1
16386,"PEAS,SPLIT,MATURE SEEDS,CKD,BLD,W/SALT",116,8.34,0.39,20.51
7933,CHICKEN BREAST  OVEN-ROASTED  FAT-FREE  SLICED,79,16.79,0.39,2.17
7932,CHICKEN BREAST  FAT-FREE  MESQ FLAVOR  SLICED,80,16.8,0.39,2.25
19320,"PUDDINGS,BANANA,DRY MIX,REG",366,0,0.4,93
43060,"CHEWING GUM,SUGARLESS",268,0,0.4,94.8
18371,"LEAVENING AGENTS,BAKING PDR,LOW-SODIUM",97,0.1,0.4,46.9
19206,"PUDDINGS,VANILLA,DRY MIX,REG",379,0.3,0.4,93.5
43369,"CHOCOLATE-FLAVORED DRK,WHEY&MILK BSD",49,0.64,0.4,10.68
9265,"PERSIMMONS,NATIVE,RAW",127,0.8,0.4,33.5
9276,"PITANGA,(SURINAM-CHERRY),RAW",33,0.8,0.4,7.49
9352,"BLUEBERRIES,CND,LT SYRUP,DRND",88,1.04,0.4,22.66
9095,"FIGS,DRIED,STEWED",107,1.42,0.4,27.57
11991,"YAUTIA (TANNIER),RAW",98,1.46,0.4,23.63
6364,"CAMPBELL'S RED & WHITE,MANHATTAN CLAM CHOWDER,COND",48,1.59,0.4,9.52
11028,"BAMBOO SHOOTS,CND,DRND SOL",19,1.72,0.4,3.22
11234,"KALE,CKD,BLD,DRND,WO/SALT",28,1.9,0.4,5.63
11293,"ONIONS,WELSH,RAW",34,1.9,0.4,6.5
11790,"KALE,CKD,BLD,DRND,W/SALT",28,1.9,0.4,5.63
8145,"CEREALS,WHL WHEAT HOT NAT CRL,CKD W/ H2O,WO/ SALT",62,2,0.4,13.7
8183,"CEREALS,WHL WHEAT HOT NAT CRL,CKD W/ H2O,W/ SALT",62,2,0.4,13.7
11190,"CORNSALAD,RAW",21,2,0.4,3.6
11351,"POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,WO/SALT",20,2.3,0.4,3.1
11827,"POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,W/SALT",20,2.3,0.4,3.1
6362,"CAMPBELL'S RED & WHITE,HEARTY VEG W/ PASTA SOUP,COND",71,2.38,0.4,15.08
6373,"CAMPBELL'S RED & WHITE,VEGETARIAN VEG SOUP,COND",71,2.38,0.4,14.29
6990,"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,MINESTRONE SOUP,COND",63,2.38,0.4,11.9
22931,"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS ORIGINAL",67,2.38,0.4,13.89
22932,"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS A TO Z'S",67,2.38,0.4,13.89
22938,"CAMPBELL ,SPAGHETTIOS,SPAGHETTIOS PLUS CA",67,2.38,0.4,13.89
11350,"POKEBERRY SHOOTS,(POKE),RAW",23,2.6,0.4,3.7
8137,"CEREALS,ROMAN MEAL,PLN,CKD W/ H2O,WO/ SALT",61,2.7,0.4,13.7
8181,"CEREALS,ROMAN MEAL,PLN,CKD W/ H2O,W/ SALT",61,2.7,0.4,13.7
11199,"YARDLONG BEAN,RAW",47,2.8,0.4,8.35
11418,"PUMPKIN LEAVES,RAW",19,3.15,0.4,2.33
6374,"CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,VEG SOUP,COND",79,3.17,0.4,16.67
8032,"CEREALS RTE,KELLOGG,KELLOGG'S FRSTD RICE KRISPIES",382,4.3,0.4,90.9
11995,"FIDDLEHEAD FERNS,RAW",34,4.55,0.4,5.54
43449,"BAKED BNS,CND,NO SALT",105,4.8,0.4,20.49
9173,"LONGANS,DRIED",286,4.9,0.4,74
8409,"CEREALS RTE,MALT-O-MEAL,FRSTD FLAKES",387,5,0.4,90.9
11312,"PEAS,GRN,FRZ,UNPREP",77,5.22,0.4,13.62
8630,"CEREALS RTE,KELLOGG'S FRSTD FLAKES W/ FIBER,LESS SUGAR",367,5.3,0.4,87.6
11304,"PEAS,GREEN,RAW",81,5.42,0.4,14.45
16053,"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,WO/SALT",110,7.6,0.4,19.65
16353,"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,W/SALT",110,7.6,0.4,19.65
18087,"CAKE,ANGELFOOD,DRY MIX",373,8.9,0.4,85.1
35070,"SEA CUCUMBER,YANE (ALASKA NATIVE)",56,13,0.4,0
35069,"DUCK,SCOTER,WHITE-WINGED,MEAT (ALASKA NATIVE)",84,20.2,0.4,0
15177,"WHELK,UNSPECIFIED,RAW",137,23.84,0.4,7.76
35056,"SEAL,BEARDED (OOGRUK),MEAT,RAW (ALASKA NATIVE)",110,26.7,0.4,0
11940,"PICKLES,CUCUMBER,SWT (INCLUDES BREAD & BUTTER PICKLES)",91,0.58,0.41,21.15
11981,"PEPPERS,HUNGARIAN,RAW",29,0.8,0.41,6.7
6502,"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,CHICK RICE SOUP",30,0.82,0.41,5.71
6447,"CAMPBELL'S CHUNKY SOUPS,SAVORY VEG SOUP",44,1.22,0.41,8.98
9083,"CURRANTS,EUROPEAN BLACK,RAW",63,1.4,0.41,15.38
6408,"CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST VEG SOUP",49,1.63,0.41,9.8
6521,"CAMPBELL'S SEL MICROWAVEABLE BOWLS,MINESTRONE SOUP",39,1.63,0.41,7.76
11623,"KALE,SCOTCH,CKD,BLD,DRND,WO/SALT",28,1.9,0.41,5.63
11792,"KALE,SCOTCH,CKD,BLD,DRND,W/SALT",28,1.9,0.41,5.62
11062,"BEANS,SNAP,GRN,FRZ,ALL STYLES,MICROWAVED",40,1.98,0.41,6.98
11091,"BROCCOLI,CKD,BLD,DRND,WO/SALT",35,2.38,0.41,7.18
11742,"BROCCOLI,CKD,BLD,DRND,W/SALT",35,2.38,0.41,7.18
6525,"CAMPBELL'S SEL MCRWVABLE BOWLS,SVRY CHK & LONG GRN RICE SOUP",45,2.45,0.41,6.12
11521,"TARO LEAVES,CKD,STMD,WO/SALT",24,2.72,0.41,4.02
11879,"TARO,LEAVES,CKD,STMD,W/SALT",24,2.72,0.41,3.89
6387,"CAMPBELL'S CHUNKY SOUPS,BF RIB RST POTATOES HERBS SOUP",44,2.86,0.41,6.94
6441,"CAMPBELL'S CHUNKY SOUPS,SAVORY POT RST SOUP",49,2.86,0.41,8.16
6533,"CAMPBELL'S SEL SOUP,CHICK VEG MEDLEY SOUP",49,2.86,0.41,7.76
11164,"COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT",36,2.97,0.41,7.1
11769,"COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",36,2.97,0.41,7.1
6532,"CAMPBELL'S SEL SOUP,CHICK & PASTA W/ RSTD GARLIC SOUP",46,3.27,0.41,7.35
6550,"CAMPBELL'S SEL SOUP,RSTD CHICK W/ ROTINI & PENNE PASTA SOUP",37,3.27,0.41,5.31
11987,"MUSHROOMS,OYSTER,RAW",33,3.31,0.41,6.09
6531,"CAMPBELL'S SEL SOUP,BF W/ RSTD BARLEY SOUP",54,3.67,0.41,8.57
6556,"CAMPBELL'S SEL SOUP,SPLIT PEA W/ RSTD HAM SOUP",61,3.67,0.41,11.84
11100,"BRUSSELS SPROUTS,FRZ,UNPREP",41,3.78,0.41,7.86
11378,"POTATOES,MSHD,DEHYD,FLAKES WO/MILK,DRY FORM",354,8.34,0.41,81.17
15066,"POLLOCK,WALLEYE,RAW",56,12.19,0.41,0
15174,"SCALLOP,MXD SP,IMITN,MADE FROM SURIMI",99,12.77,0.41,10.62
15019,"COD,PACIFIC,RAW",69,15.27,0.41,0
9006,"APPLES,RAW,WO/ SKN,CKD,MICROWAVE",56,0.28,0.42,14.41
8577,"CEREALS,CRM OF WHEAT,1 MINUTE,CKD W/ H2O,STOVE-TOP,WO/ SALT",56,1.65,0.42,11.16
11174,"CORN,SWT,YEL,CND,CRM STYLE,REG PK",72,1.74,0.42,18.13
11772,"CORN,SWT,YEL,CND,CRM STYLE,NO SALT",72,1.74,0.42,18.13
11906,"CORN,SWT,WHITE,CND,CRM STYLE,REG PK",72,1.74,0.42,18.13
11907,"CORN,SWT,WHITE,CND,CRM STYLE,NO SALT",72,1.74,0.42,18.13
9245,"PEACHES,DEHYD (LOW-MOISTURE),SULFURED,STWD",133,2.01,0.42,34.14
11161,"COLLARDS,RAW",30,2.45,0.42,5.69
11019,"ASPARAGUS,FRZ,CKD,BLD,DRND,WO/SALT",18,2.95,0.42,1.92
11709,"ASPARAGUS,FRZ,CKD,BLD,DRND,W/SALT",18,2.95,0.42,1.92
11323,"PEAS&CARROTS,FRZ,CKD,BLD,DRND,WO/SALT",48,3.09,0.42,10.12
11817,"PEAS&CARROTS,FRZ,CKD,BLD,DRND,W/SALT",48,3.09,0.42,10.12
11575,"TURNIP GRNS,FRZ,CKD,BLD,DRND,WO/SALT",29,3.35,0.42,4.98
11892,"TURNIP GRNS,FRZ,CKD,BLD,DRND,W/SALT",29,3.35,0.42,4.98
9008,"APPLES,CND,SWTND,SLICED,DRND,HTD",67,0.18,0.43,16.84
9048,"BLACKBERRIES,FRZ,UNSWTND",64,1.18,0.43,15.67
8115,"CEREALS,MALTEX,CKD W/ H2O,WO/ SALT",76,2.29,0.43,15.81
8176,"CEREALS,MALTEX,CKD W/ H2O,W/ SALT",76,2.29,0.43,15.81
11009,"ARTICHOKES,(GLOBE OR FRENCH),FRZ,UNPREP",38,2.63,0.43,7.76
11911,"CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT",80,2.75,0.43,19.56
11912,"CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,W/SALT",80,2.75,0.43,19.56
16039,"BEANS,NAVY,MATURE SEEDS,CND",113,7.53,0.43,20.45
8463,"CEREALS RTE,KASHI ORGANIC PROMISE,STRAWBERRY FIELDS",369,7.8,0.43,87.1
9164,"LITCHIS,RAW",66,0.83,0.44,16.53
9068,"CHERRIES,SOUR,RED,FRZ,UNSWTND",46,0.92,0.44,11.02
6500,"SOUP,VEG BF,DRY,MIX,PREP W/ H2O",21,1.16,0.44,3.17
6159,"SOUP,TOMATO,CND,COND",66,1.46,0.44,15.22
6377,"CAMPBELL SOUP COMPANY,CAMPBELL RED & WHITE,TOMATO SOUP,COND",71,1.46,0.44,15.22
11977,"PEPPERS,SERRANO,RAW",32,1.74,0.44,6.7
11819,"PEPPERS,HOT CHILI,RED,RAW",40,1.87,0.44,8.81
22914,"PASTA W/ TOMATO SAU,NO MEAT,CND",70,2.22,0.44,14.22
20006,"BARLEY,PEARLED,COOKED",123,2.26,0.44,28.22
11230,"PEPEAO,DRIED",298,4.82,0.44,81.03
11039,"LIMA BNS,IMMAT SEEDS,FRZ,BABY,UNPREP",132,7.59,0.44,25.14
11548,TOMATO POWDER,302,12.91,0.44,74.68
6967,"SOUP,VEG SOUP,COND,LO NA,PREP W/ EQ VOLUME H2O",33,1.1,0.45,6.06
11976,"PEPPER,BANANA,RAW",27,1.66,0.45,5.35
11136,"CAULIFLOWER,CKD,BLD,DRND,WO/SALT",23,1.84,0.45,4.11
11761,"CAULIFLOWER,CKD,BLD,DRND,W/SALT",23,1.84,0.45,4.11
8182,"CEREALS,WHEATENA,CKD W/ H2O,W/ SALT",59,2.03,0.45,11.74
16172,"REFRIED BNS,CND,FAT-FREE",79,5.34,0.45,13.5
16134,"YARDLONG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",118,8.29,0.45,21.09
16434,"YARDLONG BNS,MATURE SEEDS,CKD,BLD,W/ SALT",118,8.29,0.45,21.09
16025,"BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,WO/SALT",118,8.33,0.45,21.09
16325,"BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,W/SALT",118,8.33,0.45,21.09
11249,"LENTILS,SPROUTED,CKD,STIR-FRIED,WO/SALT",101,8.8,0.45,21.25
11926,"LENTILS,SPROUTED,CKD,STIR-FRIED,W/SALT",101,8.8,0.45,21.25
15033,"HADDOCK,RAW",74,16.32,0.45,0
16035,"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,RAW",329,25.33,0.45,58.33
11130,"CARROTS,FROZEN,UNPREPARED",36,0.78,0.46,7.9
9314,"SAPOTE,MAMEY,RAW",124,1.45,0.46,32.1
11944,"PICKLE RELISH,HOT DOG",91,1.5,0.46,23.35
8091,"CEREALS,CORN GRITS,WHITE,REG & QUICK,ENR,CKD W/ H2O,WO/ SALT",71,1.71,0.46,14.76
8161,"CEREALS,CORN GRITS,WHITE,REG & QUICK,ENR,CKD W/ H2O,W/ SALT",71,1.71,0.46,14.76
11235,"KALE,FROZEN,UNPREPARED",28,2.66,0.46,4.9
9298,"RAISINS,SEEDLESS",299,3.07,0.46,79.18
9297,"RAISINS,GOLDEN SEEDLESS",302,3.39,0.46,79.52
11992,"MUSHROOMS,WHITE,MICROWAVED",35,3.91,0.46,6.04
15138,"CRAB,ALASKA KING,IMITN,MADE FROM SURIMI",95,7.62,0.46,15
11284,"ONIONS,DEHYDRATED FLAKES",349,8.95,0.46,83.28
16020,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,WO/SALT",136,9.34,0.46,24.46
16320,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,W/SALT",136,9.34,0.46,24.46
16121,"SOY PROT CONC,PRODUCED BY ALCOHOL EXTRACTION",331,58.13,0.46,30.91
16420,"SOY PROT CONC,PRODUCED BY ACID WASH",331,58.13,0.46,30.91
16421,"SOY PROT CONC,CRUDE PROT BASIS (N X 6.25),ACID WASH",328,63.63,0.46,25.41
11945,"PICKLE RELISH,SWEET",130,0.37,0.47,35.06
9129,"GRAPES,MUSCADINE,RAW",57,0.81,0.47,13.93
11292,"ONIONS,YOUNG GRN,TOPS ONLY",27,0.97,0.47,5.74
8252,"CEREALS,QUAKER,QUAKER MULTIGRAIN OATMEAL,PREP W/H2O,SALT",61,2.07,0.47,13.47
8249,"CEREALS,QUAKER,QUAKER MULTIGRAIN OATMEAL,PREP W/H2O,NO SALT",61,2.08,0.47,13.49
11261,"MUSHROOMS,WHITE,CKD,BLD,DRND,WO/ SALT",28,2.17,0.47,5.29
11797,"MUSHROOMS,WHITE,CKD,BLD,DRND,W/ SALT",28,2.17,0.47,5.29
22965,"CAMPBELL SOUP COMPANY,SPAGHETTIOS ORIGINAL,EASY OPEN",70,2.35,0.47,14.55
11322,"PEAS&CARROTS,FRZ,UNPREP",53,3.4,0.47,11.15
11546,"TOMATO PRODUCTS,CND,PASTE,WO/ SALT ADDED",82,4.32,0.47,18.91
11887,"TOMATO PRODUCTS,CND,PASTE,W/SALT",82,4.32,0.47,18.91
11150,"CHAYOTE,FRUIT,CKD,BLD,DRND,WO/SALT",24,0.62,0.48,5.09
11766,"CHAYOTE,FRUIT,CKD,BLD,DRND,W/SALT",22,0.62,0.48,4.5
9125,"GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,UNDIL",146,1.97,0.48,34.56
11306,"PEAS,GRN,CND,REG PK,SOL&LIQUIDS",58,3.01,0.48,10.6
11049,"BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,WO/SALT",162,9.31,0.48,30.88
11720,"BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT",162,9.31,0.48,30.88
5630,"EMU,OUTSIDE DRUM,RAW",103,23.08,0.48,0
9007,"APPLES,CND,SWTND,SLICED,DRND,UNHTD",67,0.18,0.49,16.7
35130,"MUSH,BLUE CORN W/ ASH (NAVAJO)",54,0.66,0.49,11.74
6585,"CAMPBELL'S SOUP AT HAND,BLENDED VEG MEDLEY SOUP",33,0.98,0.49,6.23
6586,"CAMPBELL'S SOUP AT HAND,CHICK & STARS SOUP",21,0.98,0.49,3.28
9042,"BLACKBERRIES,RAW",43,1.39,0.49,9.61
8093,"CEREALS,QUAKER,CORN GRITS,INST,PLN,PREP,WO/ SALT",76,1.58,0.49,15.95
11972,"LEMON GRASS (CITRONELLA),RAW",99,1.82,0.49,25.31
11238,"MUSHROOMS,SHIITAKE,RAW",34,2.24,0.49,6.79
9188,"FRUIT,MXD,(PRUNE&APRICOT&PEAR),DRIED",243,2.46,0.49,64.06
11499,"SUCCOTASH,(CORN&LIMAS),CND,W/WHL KERNEL CORN,SOL&LIQUIDS",63,2.6,0.49,13.98
11236,"KALE,FRZ,CKD,BLD,DRND,WO/SALT",30,2.84,0.49,5.23
11791,"KALE,FRZ,CKD,BLD,DRND,W/SALT",30,2.84,0.49,5.23
11096,"BROCCOLI RAAB,RAW",22,3.17,0.49,2.85
16041,"BEANS,PINK,MATURE SEEDS,CKD,BLD,WO/SALT",149,9.06,0.49,27.91
16341,"BEANS,PINK,MATURE SEEDS,CKD,BLD,W/SALT",149,9.06,0.49,27.91
15172,"SCALLOP,MIXED SPECIES,RAW",69,12.06,0.49,3.18
5209,"TURKEY,FRYER-ROASTERS,LT MEAT,MEAT ONLY,RAW",108,24.18,0.49,0
15127,"TUNA,FRESH,YELLOWFIN,RAW",109,24.4,0.49,0
14424,"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC",172,0.1,0.5,42.9
19332,"PUDDINGS,LEMON,DRY MIX,REG",363,0.1,0.5,91.8
35030,"CRANBERRY,LO BUSH OR LINGENBERRY,RAW (ALASKA NATIVE)",55,0.4,0.5,12.2
9175,"MAMMY-APPLE,(MAMEY),RAW",51,0.5,0.5,12.5
9088,"ELDERBERRIES,RAW",73,0.66,0.5,18.4
11903,"CORN,SWT,WHITE,CND,WHL KERNEL,REG PK,SOL&LIQUIDS",64,1.95,0.5,15.41
11904,"CORN,SWT,WHITE,CND,WHL KERNEL,NO SALT,SOL&LIQUIDS",64,1.95,0.5,15.41
8143,"CEREALS,WHEATENA,CKD W/ H2O",56,2,0.5,11.8
11489,"SQUASH,WINTER,HUBBARD,RAW",40,2,0.5,8.7
20049,"RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,PREP",117,2.18,0.5,25.1
11063,"BEANS,SNAP,GRN,MICROWAVED",39,2.31,0.5,6.41
11176,"CORN,SWT,YEL,CND,VACUUM PK,REG PK",79,2.41,0.5,19.44
11773,"CORN,SWT,YEL,CND,VACUUM PK,NO SALT",79,2.41,0.5,19.44
11908,"CORN,SWT,WHITE,CND,VACUUM PK,REG PK",79,2.41,0.5,19.44
11909,"CORN,SWT,WHITE,CND,VACUUM PK,NO SALT",79,2.41,0.5,19.44
11099,"BRUSSELS SPROUTS,CKD,BLD,DRND,WO/SALT",36,2.55,0.5,7.1
11745,"BRUSSELS SPROUTS,CKD,BLD,DRND,W/SALT",36,2.55,0.5,7.1
6740,"SOUP,CHICK VEG,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND",40,2.7,0.5,6.3
11461,"SPINACH,CND,REG PK,DRND SOL",23,2.81,0.5,3.4
11010,"ARTICHOKES,(GLOBE OR FRENCH),FRZ,CKD,BLD,DRND,WO/SALT",45,3.11,0.5,9.18
11703,"ARTICHOKES,(GLOBE OR FRENCH),FRZ,CKD,BLD,DRND,W/SALT",45,3.11,0.5,9.18
35004,ASCIDIANS (TUNUGHNAK) (ALASKA NATIVE),20,3.8,0.5,0
11029,"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,RAW",29,4.2,0.5,4.1
35063,"RHUBARB,WILD,LEAVES (ALASKA NATIVE)",61,4.2,0.5,9.9
11089,"BROADBEANS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",62,4.8,0.5,10.1
11738,"BROADBEANS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",62,4.8,0.5,10.1
8100,"CEREALS,CRM OF RICE,DRY",370,6.3,0.5,82.4
8156,"CEREALS RTE,RICE,PUFFED,FORT",402,6.3,0.5,89.8
11215,"GARLIC,RAW",149,6.36,0.5,33.06
8619,"CEREALS RTE,KELLOGG'S CORN FLAKES,SIMPLY CINN",366,6.5,0.5,85
35048,"STEW,MOOSE (ALASKA NATIVE)",55,6.6,0.5,6
8259,"CEREALS RTE,KELLOGG,KELLOGG'S CRISPIX",370,6.7,0.5,85.7
16028,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,WO/SALT",127,8.67,0.5,22.8
16033,"BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,WO/SALT",127,8.67,0.5,22.8
16328,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,W/SALT",127,8.67,0.5,22.8
16333,"BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,W/SALT",127,8.67,0.5,22.8
11048,"BEANS,PINTO,IMMAT SEEDS,FRZ,UNPREP",170,9.8,0.5,32.5
8172,"CEREALS,FARINA,UNENR,DRY",369,10.6,0.5,78
14214,"COFFEE,INST,REG,PDR",241,12.2,0.5,41.1
11640,"SHALLOTS,FREEZE-DRIED",348,12.3,0.5,80.7
7243,"OSCAR MAYER,WIENERS (BEEF FRANKS,FAT FREE)",78,13.2,0.5,5.1
14203,"COFFEE,INST,REG,PDR,HALF THE CAFFEINE",350,14.42,0.5,70.6
15192,"COD,PACIFIC,CKD,DRY HEAT",85,18.73,0.5,0
7249,"LOUIS RICH,CHICK BREAST CLASSIC BKD /GRILL (CARVING BOARD)",98,19.7,0.5,3.7
93600,"TURTLE,GREEN,RAW",89,19.8,0.5,0
35011,"Whale, beluga, meat, raw (Alaska Native)",111,26.5,0.5,0
9287,"PRICKLY PEARS,RAW",41,0.73,0.51,9.57
9032,"APRICOTS,DRIED,SULFURED,UNCKD",241,3.39,0.51,62.64
11317,"PEAS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT",98,7.05,0.51,17.08
11815,"PEAS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",98,7.05,0.51,17.08
11984,"EPAZOTE,RAW",32,0.33,0.52,7.44
9148,"KIWIFRUIT,GRN,RAW",61,1.14,0.52,14.66
11165,"CORIANDER (CILANTRO) LEAVES,RAW",23,2.13,0.52,3.67
11583,"VEGETABLES,MXD,FRZ,UNPREP",64,3.33,0.52,13.46
11097,"BROCCOLI RAAB,CKD",33,3.83,0.52,3.12
20052,"RICE,WHITE,SHORT-GRAIN,RAW",358,6.5,0.52,79.15
20452,"RICE,WHITE,SHORT-GRAIN,RAW,UNENR",358,6.5,0.52,79.15
19375,"FROSTINGS,GLAZE,PREPARED-FROM-RECIPE",341,0.44,0.53,83.65
11239,"MUSHROOMS,CHANTERELLE,RAW",38,1.49,0.53,6.86
12202,"CHESTNUTS,JAPANESE,RAW",154,2.25,0.53,34.91
12205,"LOTUS SEEDS,RAW",89,4.13,0.53,17.28
16063,"COWPEAS,COMMON (BLKEYES,CRWDR,STHRN),MTURE,CKD,BLD,WO/SALT",116,7.73,0.53,20.76
16363,"COWPEAS,COMMON,MATURE SEEDS,CKD,BLD,W/SALT",116,7.73,0.53,20.76
16001,"BEANS,ADZUKI,MATURE SEEDS,RAW",329,19.87,0.53,62.9
16422,"SOY PROT ISOLATE,K TYPE",326,80.69,0.53,10.22
16423,"SOY PROT ISOLATE,K TYPE,CRUDE PROT BASIS",321,88.32,0.53,2.59
11958,"PICKLE RELISH,HAMBURGER",129,0.63,0.54,34.48
35236,"STEW,PINTO BEAN & HOMINY,BADUFSUKI (HOPI)",32,1.42,0.54,5.38
9299,"RAISINS,SEEDED",296,2.52,0.54,78.47
11497,"SUCCOTASH,(CORN&LIMAS),CND,W/CRM STYLE CORN",77,2.64,0.54,17.61
20108,"MACARONI,WHOLE-WHEAT,CKD",124,5.33,0.54,26.54
20125,"SPAGHETTI,WHOLE-WHEAT,CKD",124,5.33,0.54,26.54
11380,"POTATOES,MSHD,DEHYD,GRANULES WO/MILK,DRY FORM",372,8.22,0.54,85.51
16015,"BEANS,BLACK,MATURE SEEDS,CKD,BLD,WO/SALT",132,8.86,0.54,23.71
16315,"BEANS,BLACK,MATURE SEEDS,CKD,BLD,W/SALT",132,8.86,0.54,23.71
1113,"WHEY,ACID,DRIED",339,11.73,0.54,73.45
9228,"PAPAYA,CND,HVY SYRUP,DRND",206,0.14,0.55,55.83
6528,"SOUP,CHICK NOODLE,DRY,MIX,PREP W/ H2O",23,0.84,0.55,3.67
14194,"COCOA MIX,PDR,PREP W/ H2O",55,0.92,0.55,11.54
11184,"CORN W/RED&GRN PEPPERS,CND,SOL&LIQUIDS",75,2.33,0.55,18.17
6315,"SOUP,HEALTHY CHOIC CHICK & RICE SOUP,CND",37,2.53,0.55,5.71
16064,"COWPEAS,COMMON,MATURE SEEDS,CND,PLN",77,4.74,0.55,13.63
20054,"RICE,WHITE,GLUTINOUS,RAW",370,6.81,0.55,81.68
16084,"MUNGO BNS,MATURE SEEDS,CKD,BLD,WO/SALT",105,7.54,0.55,18.34
16384,"MUNGO BNS,MATURE SEEDS,CKD,BLD,W/SALT",105,7.54,0.55,18.34
16079,"MOTHBEANS,MATURE SEEDS,CKD,BLD,WO/SALT",117,7.81,0.55,20.96
16379,"MOTHBEANS,MATURE SEEDS,CKD,BLD,W/SALT",117,7.81,0.55,20.96
11248,"LENTILS,SPROUTED,RAW",106,8.96,0.55,22.14
15034,"HADDOCK,COOKED,DRY HEAT",90,19.99,0.55,0
16099,"PEANUT FLOUR,DEFATTED",327,52.2,0.55,34.7
9445,"KIWIFRUIT,GOLD,RAW",60,1.23,0.56,14.23
6956,"SOUP,TOMATO,CND,COND,RED NA",65,1.61,0.56,13.41
11445,"SEAWEED,KELP,RAW",43,1.68,0.56,9.57
11157,"CHRYSANTHEMUM,GARLAND,RAW",24,3.36,0.56,3.02
11698,"CHRYSANTHEMUM LEAVES,RAW",24,3.36,0.56,3.01
20133,"RICE NOODLES,DRY",364,3.44,0.56,83.24
16044,"BEANS,PINTO,MATURE SEEDS,CND,SOL & LIQUIDS",82,4.6,0.56,15.18
11237,"KANPYO,(DRIED GOURD STRIPS)",258,8.58,0.56,65.04
11492,"SQUASH,WNTR,SPAGHETTI,RAW",31,0.64,0.57,6.91
6485,"SOUP,CHICK RICE,DRY,MIX,PREP W/ H2O",24,0.97,0.57,3.66
