ID,Sodium,Cholesterol,Sugar,Calcium,Iron,Potassium,VitaminC,VitaminE,VitaminD
13455,63,83,0,17,2.07,380,0,0.4,
13491,42,84,0,7,2.68,262,0,0.4,
13809,62,91,0,17,1.67,290,0,0.4,
13813,62,93,0,18,1.61,290,0,0.4,
13856,49,85,0,22,1.4,297,0,0.4,
13876,35,84,0,7,2.16,219,0,0.4,
13882,37,83,0,7,2.24,228,0,0.4,
13911,51,82,0,25,1.48,313,0,0.4,
13953,53,83,0,19,1.66,323,0,0.4,
23560,85,89,0,9,3.23,459,0,0.4,
23586,66,98,0,22,1.91,409,0,0.4,
23587,62,83,0,21,1.81,386,0,0.4,
6190,187,2,3.17,38,1.02,158,1.1,0.39,0
9041,3,0,47.3,22,1.15,"1,491",7,0.39,0
11300,4,0,4,43,2.08,200,60,0.39,0
11301,4,0,3.99,42,1.97,240,47.9,0.39,0
11344,5,0,3,42,1.6,552,39,0.39,0
11809,240,0,3.99,42,1.97,240,47.9,0.39,0
12179,262,0,43.17,15,1.92,337,0.7,0.39,0
16062,16,0,6.9,110,8.27,"1,112",1.5,0.39,0
18244,371,21,19.78,71,1.96,125,0.1,0.39,0
18291,"1,089",0,2.21,342,3.05,191,0,0.39,0
42128,"1,038",67,0,5,1.35,299,0,0.39,0
42196,168,10,57.81,53,1.2,196,0.2,0.39,0
13442,59,81,0,18,1.8,362,0,0.39,0.1
13454,64,82,0,20,1.96,393,0,0.39,0.1
18940,413,28,27.05,35,2,96,0.9,0.39,0.1
23606,61,81,0,19,1.85,372,0,0.39,0.1
23629,61,81,0,17,2.01,369,0,0.39,0.1
27001,376,21,0.42,19,0.64,55,0,0.39,0.1
13445,59,81,0,21,1.83,356,0,0.39,0.2
23564,75,82,0,15,2.77,363,0,0.39,0.2
42173,878,84,0,32,1.62,337,1.1,0.39,2
8288,554,0,31,10,6.2,77,20,0.39,3.4
5333,75,107,0,8,0.93,677,0,0.39,
10005,32,72,0,5,0.52,185,0.3,0.39,
13067,53,81,0,18,1.8,326,0,0.39,
13402,35,81,0,6,2.2,215,0,0.39,
13422,35,80,0,6,2.22,216,0,0.39,
13449,59,81,0,16,1.94,356,0,0.39,
13456,66,81,0,22,1.92,410,0,0.39,
13493,42,80,0,7,2.59,263,0,0.39,
13909,52,81,0,24,1.47,313,0,0.39,
13957,56,81,0,21,1.62,338,0,0.39,
13969,42,80,0,8,2.53,257,0,0.39,
23647,54,80,0,15,1.77,324,0,0.39,
6957,"5,053",12,9.23,116,7.4,367,1.9,0.38,0
7006,497,93,1.33,41,1.15,270,3.2,0.38,0
9052,3,0,20.46,5,0.33,40,1.1,0.38,0
9442,9,0,12.65,11,0.1,214,0.1,0.38,0
11104,5,0,2.9,41,0.8,308,3,0.38,0
11308,273,0,2.99,23,1.18,106,4.2,0.38,0
11527,13,0,4,13,0.51,204,23.4,0.38,0
11584,35,0,3.12,25,0.82,169,3.2,0.38,0
11816,4,0,2.83,23,0.75,100,6.6,0.38,0
11894,271,0,3.12,25,0.82,169,3.2,0.38,0
11954,1,0,3.93,7,0.62,268,11.7,0.38,0
13350,"2,790",79,2.7,8,2.42,235,0,0.38,0
17159,60,77,0,16,1.12,396,0,0.38,0
18081,"1,405",1,8.27,97,3.81,246,0,0.38,0
18967,478,0,5,684,4.89,127,0,0.38,0
20630,2,,0.49,20,5.06,149,0,0.38,0
20636,2,,1.12,20,5.06,138,0,0.38,0
13448,60,79,0,19,1.84,370,0,0.38,0.1
23610,61,79,0,19,1.87,376,0,0.38,0.1
23638,62,87,0,19,1.88,378,0,0.38,0.1
5296,680,53,0,5,1.63,298,0,0.38,0.2
13421,35,78,0,6,2.18,217,0,0.38,0.2
1040,192,92,1.32,791,0.2,77,0,0.38,0.5
6167,373,6,3.98,111,0.5,149,0.7,0.38,1.2
13325,69,275,0,5,4.9,313,1.3,0.38,1.2
15133,132,84,0,62,0.42,434,0,0.38,1.8
5313,837,156,2.1,38,2.74,254,0.5,0.38,
8118,19,0,34.05,282,19,478,64,0.38,
13070,56,80,0,15,1.84,338,0,0.38,
13399,36,79,0,7,2.24,223,0,0.38,
13447,61,79,0,23,1.77,370,0,0.38,
13490,63,95,0,21,1.84,392,0,0.38,
13913,52,80,0,23,1.47,313,0,0.38,
13948,56,79,0,20,1.74,339,0,0.38,
13985,55,78,0,17,1.69,340,0,0.38,
18936,566,,7.06,72,1.64,122,,0.38,
19186,351,0,19.68,35,0.82,78,2.2,0.38,
23561,58,73,0,8,3.05,315,0,0.38,
23589,62,78,0,21,1.81,386,0,0.38,
23620,39,78,0,6,2.61,241,0,0.38,
23654,57,78,0,18,1.74,350,0,0.38,
6968,20,1,1.72,19,0.21,41,0.4,0.37,0
8411,523,0,39,220,7.92,218,0,0.37,0
11333,3,0,2.4,10,0.34,175,80.4,0.37,0
14175,210,0,83.88,37,3.14,591,0.7,0.37,0
14631,3,0,38.9,60,5.8,180,0.3,0.37,0
18035,420,0,6.39,103,2.5,230,0.1,0.37,0
18061,725,0,4.23,80,3.1,183,0.2,0.37,0
22954,560,14,5.57,47,1.69,281,11.2,0.37,0
23567,66,68,0,15,2.09,295,0,0.37,0.1
23588,62,77,0,21,1.81,386,0,0.37,0.1
23598,38,76,0,6,2.46,241,0,0.37,0.1
20109,21,84,1.88,35,4.01,244,0,0.37,0.3
20409,21,84,1.88,35,1.9,244,0,0.37,0.3
1029,652,54,0.6,731,0.25,95,0,0.37,0.4
43405,14,92,1.31,961,0.17,111,0,0.37,0.5
8380,394,0,37.7,35,8.5,401,1.3,0.37,1.9
10088,81,80,0,15,0.91,242,0,0.37,2.3
1228,751,69,2.32,566,0.2,129,0,0.37,2.7
5048,64,79,0,13,0.94,144,1.6,0.37,
5326,446,45,0,14,1,225,0,0.37,
8573,328,,0.47,882,32.02,160,0,0.37,
9107,1,0,,25,0.31,198,27.7,0.37,
13405,37,77,0,7,2.28,232,0,0.37,
13408,36,77,0,6,2.33,228,0,0.37,
13411,36,78,0,6,2.4,222,0,0.37,
13423,35,76,0,7,2.15,218,0,0.37,
13425,36,76,0,6,2.43,225,0,0.37,
13444,59,77,0,20,1.73,369,0,0.37,
13450,62,77,0,21,1.81,386,0,0.37,
13931,51,78,0,25,1.46,309,0,0.37,
13949,58,78,0,22,1.68,351,0,0.37,
17202,77,334,0,5,6.4,308,0.7,0.37,
23619,36,77,0,6,2.43,225,0,0.37,
23649,58,76,0,20,1.68,359,0,0.37,
23655,59,76,0,20,1.71,365,0,0.37,
35136,4,,1.46,11,3.79,443,0,0.37,
35137,4,,1.56,6,2.99,322,0,0.37,
2046,"1,135",0,0.86,58,1.51,138,1.5,0.36,0
6961,25,0,2.55,9,0.5,564,30,0.36,0
11141,100,0,1.6,43,0.7,300,8,0.36,0
11278,8,0,1.2,81,0.8,303,21.1,0.36,0
11940,457,0,18.27,61,0.25,100,0.7,0.36,0
14228,180,2,69.16,133,0.48,831,0.5,0.36,0
14311,405,24,47.62,298,0.7,758,2.9,0.36,0
17157,57,82,0,8,3.42,361,0,0.36,0
18043,478,0,1.44,124,4.15,322,0,0.36,0
18259,477,0,3.47,197,4.65,129,1.7,0.36,0
18263,369,0,13.34,139,4.9,194,1.4,0.36,0
18344,459,50,4.3,59,3.52,104,0,0.36,0
18347,485,0,1.63,176,3.55,115,0,0.36,0
18383,601,0,1.44,136,4.56,346,0,0.36,0
19124,3,0,69.4,34,2.18,397,0.1,0.36,0
19141,61,14,63.68,105,1.11,261,0.5,0.36,0
35193,13,0,20.87,460,3.55,59,0.3,0.36,0
5308,64,131,0,13,0.91,245,0.5,0.36,0.1
13418,38,74,0,6,2.44,239,0,0.36,0.1
23590,38,74,0,6,2.35,238,0,0.36,0.1
13415,38,76,0,7,2.36,235,0,0.36,0.2
23558,65,76,0,7,2.83,348,0,0.36,0.2
10151,"1,187",62,0,7,0.87,286,0,0.36,0.7
15070,74,50,0,14,0.3,386,0,0.36,3.8
8458,472,0,34,26,17,284,4,0.36,5.1
5312,615,126,2.04,28,2.41,190,0,0.36,
5344,381,141,0.11,25,0.98,245,0,0.36,
6002,970,0,2.49,35,1.5,250,0.2,0.36,
6017,693,3,1.93,19,0.71,60,4,0.36,
8580,4,,,600,22,"1,030",,0.36,
13414,38,76,0,6,2.35,238,0,0.36,
13416,37,75,0,6,2.37,231,0,0.36,
13417,39,76,0,7,2.35,239,0,0.36,
13419,38,74,0,6,2.55,236,0,0.36,
13420,39,74,0,6,2.42,246,0,0.36,
13871,53,75,0,16,1.84,319,0,0.36,
13929,52,75,0,24,1.48,315,0,0.36,
17115,97,115,,12,0.96,311,0,0.36,
23591,39,75,0,6,2.42,245,0,0.36,
23604,37,76,0,6,2.35,230,0,0.36,
43297,685,67,0,10,0.5,139,0,0.36,
5200,66,105,0,22,1.95,250,0,0.35,0
9094,10,0,47.92,162,2.03,680,1.2,0.35,0
11144,91,0,2.37,42,0.42,284,6.1,0.35,0
11601,9,0,0.5,17,0.54,816,17.1,0.35,0
11764,327,0,2.37,42,0.42,284,6.1,0.35,0
16057,7,0,4.8,49,2.89,291,1.3,0.35,0
16109,1,0,3,102,5.14,515,1.7,0.35,0
16357,243,0,4.8,49,2.89,291,1.3,0.35,0
16409,237,0,3,102,5.14,515,1.7,0.35,0
17114,99,144,0,24,1.45,318,0,0.35,0
18245,322,23,6.95,35,1.6,98,0.1,0.35,0
19047,"1,357",0,2.76,18,5.2,136,0,0.35,0
19814,289,0,2.21,36,4.32,146,0,0.35,0
5165,65,68,0,15,1.43,266,0,0.35,0.1
13424,36,74,0,6,2.3,226,0,0.35,0.1
23559,71,76,0,9,2.85,376,0,0.35,0.2
5167,70,65,0,14,1.45,296,0,0.35,0.4
7007,"1,080",56,0,31,1.1,172,15.2,0.35,0.7
10974,94,100,0,20,1.15,280,0,0.35,0.8
7014,"1,160",180,0,9,11.2,199,0,0.35,1.2
10894,677,72,0.28,6,0.53,195,0,0.35,1.9
13047,68,62,0,12,1.99,289,0,0.35,
13868,56,73,0,20,1.74,327,0,0.35,
13874,60,72,0,23,1.63,335,0,0.35,
13934,53,72,0,24,1.51,321,0,0.35,
17112,92,110,,11,0.97,295,0,0.35,
35204,5,,9.37,60,0.69,379,5.5,0.35,
5166,68,82,0,26,1.79,280,0,0.34,0
6066,739,1,1.09,14,0.62,143,0,0.34,0
6159,377,0,8.23,13,0.59,562,12.9,0.34,0
6956,22,0,8.11,13,1.11,229,12.9,0.34,0
6962,25,0,2.55,5,0.4,564,68,0.34,0
11602,8,0,0.49,14,0.52,670,12.1,0.34,0
11897,244,0,0.49,14,0.52,670,12.1,0.34,0
17111,95,139,0,22,1.41,306,0,0.34,0
17169,86,75,0,17,3.73,405,0,0.34,0
18006,346,0,6.43,20,4.09,163,0.6,0.34,0
18246,354,114,27.53,46,1.77,83,3.9,0.34,0
18346,650,0,1.17,30,2.7,180,0,0.34,0
19109,54,11,48.68,125,1,231,0,0.34,0
43390,996,82,0,26,1.79,280,0,0.34,0
1055,89,39,0.16,104,0.07,129,0.9,0.34,0.2
7082,586,55,0,32,1.35,270,0,0.34,0.2
1044,"1,370",85,1.23,772,0.61,216,0,0.34,0.5
10131,"1,546",58,0,10,0.82,390,0,0.34,1.1
10089,93,121,0,47,1.85,320,0,0.34,2.6
9144,2,0,19.08,24,0.23,448,13.7,0.34,
10903,779,62,0.32,6,1.01,279,0,0.34,
10904,838,67,0.43,8,0.94,278,0,0.34,
10939,744,65,0.05,12,1.15,348,0,0.34,
13426,36,71,0,6,2.26,230,0,0.34,
23592,43,82,0,7,2.66,270,0,0.34,
35240,9,,12.94,34,1.58,114,,0.34,
5004,79,107,0,15,1.66,212,0.5,0.33,0
6128,"3,643",74,1.9,55,2.44,306,0,0.33,0
8104,124,0,0.56,711,33.39,153,0,0.33,0
11280,3,0,2.97,81,0.57,211,12.4,0.33,0
18007,590,0,1.63,12,3.08,115,0.2,0.33,0
18050,418,0,4.2,68,3.75,122,0,0.33,0
18060,660,0,3.85,73,2.83,166,0.4,0.33,0
18173,477,0,31.1,24,3.73,135,0,0.33,0
19156,2,0,58.12,0,0.01,2,58.7,0.33,0
13065,54,68,0,27,1.55,330,0,0.33,0.1
23625,57,61,0,28,1.63,342,0,0.33,0.1
43391,996,76,0,25,1.78,298,0,0.33,0.1
1049,41,37,0.16,105,0.07,130,0.9,0.33,0.2
5168,70,76,0,25,1.78,298,0,0.33,0.2
10929,826,71,0.64,7,1.46,370,0,0.33,0.8
10935,810,70,0.64,7,1.42,356,0,0.33,0.8
10933,828,70,0.68,7,1.54,378,0,0.33,0.9
8553,567,0,30,333,15,200,20,0.33,3.3
15121,338,30,0,11,1.53,237,0,0.33,4.5
5023,69,240,0,11,2.49,237,3.7,0.33,
5123,71,71,0,10,1.04,204,0,0.33,
10931,846,71,0.68,8,1.59,394,0,0.33,
13877,58,68,0,20,1.81,340,0,0.33,
13879,55,70,0,16,1.92,334,0,0.33,
13891,60,69,0,21,1.85,349,0,0.33,
13894,57,69,0,17,1.97,341,0,0.33,
13956,51,68,0,25,1.47,313,0,0.33,
23623,57,68,0,28,1.63,341,0,0.33,
23624,57,66,0,28,1.63,340,0,0.33,
8191,19,0,22.3,13,3.46,327,0,0.32,0
11031,8,0,1.48,34,3.14,467,23.4,0.32,0
11281,3,0,2.87,74,0.52,184,9.6,0.32,0
11345,5,0,2.48,41,1.57,456,28.1,0.32,0
11436,20,0,6.02,48,0.53,326,18.8,0.32,0
11540,269,0,3.56,10,0.43,229,18.3,0.32,0
11578,198,0,3.3,11,0.42,193,27.7,0.32,0
11804,239,0,2.87,74,0.52,184,9.6,0.32,0
11826,240,0,2.48,41,1.57,456,28.1,0.32,0
11851,254,0,6.02,48,0.53,326,18.8,0.32,0
11886,10,0,3.56,10,0.43,229,18.3,0.32,0
18021,631,1,2.42,70,2.1,318,0,0.32,0
18066,486,0,9.68,74,3.07,227,0,0.32,0
18968,439,0,6.12,20,2.76,165,0,0.32,0
20011,11,0,2.6,41,4.06,577,0,0.32,0
43365,70,0,3.8,11,0.42,193,27.7,0.32,0
5311,482,50,0,14,1.3,153,0,0.32,0.1
23562,66,65,0,12,2.24,321,0,0.32,0.1
23611,56,60,0,25,1.61,349,0,0.32,0.1
8071,186,0,56,24,1.3,151,22.6,0.32,3.7
5135,45,75,0,11,1.09,217,1.7,0.32,
6285,347,1,10.81,16,0.67,193,5,0.32,
10860,"2,193",107,0,10,1.49,539,0,0.32,
10911,964,52,0.66,7,0.72,219,0,0.32,
10955,722,62,0.06,7,1.01,358,0,0.32,
13023,79,62,0,5,1.92,330,0,0.32,
13881,62,66,0,24,1.69,346,0,0.32,
13954,52,66,0,25,1.49,317,0,0.32,
19379,85,25,64.06,45,0.96,147,0.2,0.32,
23599,56,75,0,24,1.6,347,0,0.32,
23601,56,65,0,24,1.6,347,0,0.32,
6461,367,2,0.73,9,0.45,88,0,0.31,0
9036,3,0,13.79,7,0.38,114,0.6,0.31,0
9165,3,0,66.1,33,1.7,"1,110",183,0.31,0
12220,30,0,1.55,255,5.73,813,0.6,0.31,0
15162,215,3,0,13,0.3,149,1,0.31,0
18005,433,0,5.98,19,3.8,148,0.7,0.31,0
18048,424,0,6.18,72,3.15,246,0.4,0.31,0
18258,362,0,3.53,163,4,109,1.8,0.31,0
18262,277,0,14.76,114,4.5,173,1.3,0.31,0
19183,152,1,17.17,51,1.27,184,0.3,0.31,0
19404,179,0,28.92,41,2.19,237,0,0.31,0
43476,35,0,1.24,118,1.06,47,2.5,0.31,0
13068,57,69,0,28,1.62,340,0,0.31,0.1
10016,84,67,0,12,0.69,329,0,0.31,0.5
10975,89,89,0,20,1.1,354,0,0.31,0.5
1156,346,105,2.17,895,1.88,48,0,0.31,0.7
10136,"1,500",59,0,8,1.34,409,0,0.31,0.8
10124,"2,310",110,0,11,1.44,565,0,0.31,1
43378,"1,030",110,0,11,1.44,565,0,0.31,1
8345,574,0,21.28,213,34.47,383,12.8,0.31,2.1
8376,383,0,50.7,10,15,45,50,0.31,3.3
5349,411,156,0.02,21,1.07,291,0,0.31,
8576,7,,0.51,801,29.75,151,0,0.31,
10861,"2,073",117,0,11,1.28,498,0,0.31,
10919,945,72,0.99,8,1,216,0,0.31,
10936,816,61,0.06,6,0.92,339,0,0.31,
13958,53,65,0,24,1.51,321,0,0.31,
13970,54,65,0,25,1.55,328,0,0.31,
17092,26,73,,7,0.6,107,0,0.31,
18336,542,0,0.17,10,2.89,67,0,0.31,
23583,55,64,0,22,1.6,354,0,0.31,
23648,54,64,0,27,1.54,323,0,0.31,
6974,35,7,1.42,11,0.61,153,2.3,0.3,0
9226,8,0,7.82,20,0.25,182,60.9,0.3,0
11196,5,0,4.46,23,2.12,375,2.6,0.3,0
11209,2,0,2.35,9,0.24,230,2.2,0.3,0
11435,20,0,5.6,47,0.52,337,25,0.3,0
11778,241,0,4.46,23,2.12,375,2.6,0.3,0
14424,24,0,41.85,130,0.26,435,243.1,0.3,0
17094,63,78,0,5,0.79,367,0,0.3,0
18041,536,0,1.3,86,2.62,120,0,0.3,0
18349,507,0,0.31,91,2.71,114,0,0.3,0
18434,458,13,0.28,151,4.77,106,0,0.3,0
19068,295,0,48,35,0.2,44,0.8,0.3,0
19201,142,1,16.97,49,0.09,65,0.2,0.3,0
19871,102,2,3.93,101,0.94,196,0.7,0.3,0
20108,3,0,0.8,15,1.06,44,0,0.3,0
20125,3,0,0.8,15,1.06,44,0,0.3,0
42272,152,0,34.27,42,1.75,254,0.5,0.3,0
5100,73,77,0,12,0.95,156,0.7,0.3,0.1
19265,75,16,5.65,121,0.48,196,0.7,0.3,0.1
23617,57,63,0,20,2.12,352,0,0.3,0.1
1179,71,35,0.22,141,0.07,212,0.9,0.3,0.2
5006,70,75,0,11,0.9,189,1.6,0.3,0.2
19095,80,44,21.22,128,0.09,199,0.6,0.3,0.2
19270,76,34,25.36,109,0.93,249,0.7,0.3,0.2
19898,48,32,6.35,128,0.09,199,0.6,0.3,0.2
19899,76,34,6.35,109,0.93,249,0.7,0.3,0.2
13340,65,132,0,5,2.61,184,1.3,0.3,0.4
10937,852,73,0.7,14,1.34,405,0,0.3,1
10862,"2,428",113,0,12,1.38,591,0,0.3,1.1
10899,870,73,0.74,15,1.42,427,0,0.3,1.1
15132,72,67,0,48,0.34,249,0,0.3,1.4
5034,73,81,0,11,0.98,178,0,0.3,
5084,64,99,,18,1.9,137,0,0.3,
5111,68,73,0,10,1.01,196,0,0.3,
5126,78,83,0,13,1.43,202,0,0.3,
5343,417,160,0,21,1.09,301,0,0.3,
5352,610,140,0.04,29,0.97,296,0,0.3,
10924,801,74,0.33,7,1.11,424,0,0.3,
13486,55,62,0,19,1.69,318,0,0.3,
13487,51,63,0,15,1.78,309,0,0.3,
13898,63,68,0,25,1.74,357,0,0.3,
13971,54,62,0,24,1.54,326,0,0.3,
23607,57,63,0,25,1.64,354,0,0.3,
23618,56,62,0,19,2.06,341,0,0.3,
23656,55,62,0,24,1.57,340,0,0.3,
35182,130,20,0.34,14,1,110,0,0.3,
9251,7,0,13.32,5,0.19,40,5.3,0.29,0
9316,1,0,4.89,16,0.41,153,58.8,0.29,0
9318,2,0,4.56,16,0.75,148,41.2,0.29,0
11038,69,0,1.34,30,1.82,304,12.8,0.29,0
11581,149,0,2.41,27,1.05,291,5,0.29,0
11707,26,0,1,15,0.6,172,16.5,0.29,0
11715,4,0,0.93,28,1.61,285,8.7,0.29,0
11717,289,0,1.34,30,1.82,304,12.8,0.29,0
11932,251,0,0.96,26,0.9,109,4.8,0.29,0
11933,2,0,0.96,26,0.9,109,4.8,0.29,0
18033,584,0,0.83,78,2.94,110,0,0.29,0
18254,309,24,14.55,25,1.83,80,0,0.29,0
18955,228,30,12.5,86,2.87,103,1.2,0.29,0
19034,8,0,0.87,7,3.19,329,0,0.29,0
19036,288,0,0.72,9,1.87,327,0,0.29,0
19127,36,3,62.22,86,1.71,514,0.2,0.29,0
23616,57,60,0,20,2.12,351,0,0.29,0
43312,26,0,2.41,21,0.65,138,3.8,0.29,0
10973,67,59,0,15,0.86,310,0,0.29,0.1
13322,59,212,0,5,6.38,219,0,0.29,0.1
19260,96,27,6.46,136,0.19,196,0.9,0.29,0.1
23612,74,65,0,15,2.02,332,0,0.29,0.1
13345,"2,253",119,0,9,3.14,412,0,0.29,0.2
22535,346,29,7.6,152,2.97,188,4.9,0.29,0.2
22537,504,23,7.6,152,2,188,0.1,0.29,0.2
22962,494,20,7.6,196,2.15,203,0.1,0.29,0.2
10018,90,66,0,12,0.77,329,0,0.29,0.3
1043,"1,428",94,0.62,614,0.42,162,2.3,0.29,0.5
18028,540,56,1.94,102,3.34,126,0,0.29,0.5
1009,621,105,0.52,721,0.68,98,0,0.29,0.6
1017,321,110,3.21,98,0.38,138,0,0.29,0.6
7028,"1,203",41,1.04,5,0.57,638,0,0.29,0.7
13148,50,94,0,12,2.31,224,0,0.29,0.7
10078,100,87,0,16,0.97,382,0,0.29,1
6166,354,7,4.38,118,0.33,156,0.8,0.29,1.2
10022,62,80,0,19,0.87,423,0.6,0.29,1.3
10194,42,60,0,5,0.71,384,0.3,0.29,1.4
10082,69,95,0,36,1.4,326,0.3,0.29,1.6
15221,54,47,0,4,0.92,527,0,0.29,2
8222,533,0,46.67,333,15,33,20,0.29,3.3
8530,456,1,43,22,15,97,50,0.29,3.3
8138,667,1,42.8,457,19.3,197,29.7,0.29,4.4
10001,42,74,0,19,0.69,253,0.4,0.29,
10105,25,90,0,4,0.42,148,0,0.29,
10121,110,101,0,16,3.35,243,4.4,0.29,
10874,820,74,0.34,7,1.2,458,0,0.29,
10881,"1,045",72,1.26,9,1.17,224,0,0.29,
10910,"1,011",55,1.1,8,0.98,213,0,0.29,
10914,988,66,0.79,9,1.37,232,0,0.29,
10938,760,65,0,13,1.23,370,0,0.29,
13488,58,61,0,23,1.59,327,0,0.29,
17099,64,78,,5,0.8,372,0,0.29,
23582,55,73,0,22,1.59,353,0,0.29,
23585,57,61,0,23,1.63,361,0,0.29,
23594,59,61,0,20,1.92,350,0,0.29,
23596,74,65,0,16,1.92,336,0,0.29,
23613,75,65,0,15,2.04,335,0,0.29,
23636,64,61,0,22,1.97,373,0,0.29,
23637,62,59,0,21,1.9,361,0,0.29,
23646,54,61,0,23,1.54,333,0,0.29,
23657,53,60,0,21,1.54,341,0,0.29,
5122,67,107,0,13,1.64,171,1,0.28,0
6070,338,6,0.67,13,0.97,140,2.9,0.28,0
6175,"1,615",3,27.26,32,1.01,119,0.4,0.28,0
16063,4,0,3.3,24,2.51,278,0.4,0.28,0
16363,240,0,3.3,24,2.51,278,0.4,0.28,0
18047,313,0,5.68,66,2.9,227,0.1,0.28,0
18049,573,0,3.52,57,3.15,102,0,0.28,0
18053,513,0,2.29,76,3.1,98,0.4,0.28,0
18288,505,18,9.73,71,2.19,124,0.3,0.28,0
18342,536,4,5.55,178,3.72,139,0.2,0.28,0
18363,45,0,0.88,81,1.23,186,0,0.28,0
18402,482,0,0.15,9,2.57,59,0,0.28,0
23584,56,59,0,22,1.61,357,0,0.28,0
23631,77,66,0,18,1.86,339,0,0.28,0
42117,670,15,1,705,0.7,55,0,0.28,0
42141,60,0,9.1,1,0.56,177,0,0.28,0
23557,66,62,0,9,2.38,346,0,0.28,0.1
1011,604,95,0.52,685,0.76,127,0,0.28,0.6
1023,336,110,0.36,1011,0.17,81,0,0.28,0.6
1169,21,100,0.49,703,0.72,112,0,0.28,0.6
10183,"1,385",57,0,8,1.4,362,0,0.28,0.8
43325,969,57,0,8,1.4,362,0,0.28,0.8
43326,969,58,0,8,1.37,386,0,0.28,0.8
10141,"2,695",70,0,10,1.11,510,0,0.28,0.9
7072,"2,010",100,0,8,1.51,378,0,0.28,1.2
15067,419,86,0,72,0.56,430,0,0.28,1.3
5307,61,101,0,11,0.78,236,0.5,0.28,
5346,725,140,0,32,0.97,322,0,0.28,
5347,584,128,0.03,35,0.97,291,0,0.28,
10158,213,75,0,5,1.05,243,0,0.28,
10867,"1,060",65,0.91,9,1.56,241,0,0.28,
10908,990,58,0.88,9,0.64,213,0,0.28,
17128,95,90,,23,0.87,289,0,0.28,
17338,79,66,0,12,2.75,322,0,0.28,
23597,60,59,0,20,1.96,357,0,0.28,
23603,74,65,0,16,1.93,337,0,0.28,
23635,62,58,0,22,1.92,364,0,0.28,
23650,54,59,0,22,1.55,344,0,0.28,
23652,52,58,0,18,1.92,318,0,0.28,
2026,73,0,6.63,384,3.9,985,23.4,0.27,0
5009,82,88,0,15,1.26,223,0,0.27,0
5010,67,78,0,13,1.16,166,0,0.27,0
7017,"1,059",45,0.57,16,0.41,439,0,0.27,0
9307,4,0,1.1,86,0.22,288,8,0.27,0
9309,2,0,1.1,194,0.29,108,4.8,0.27,0
11143,80,0,1.83,40,0.2,260,3.1,0.27,0
11279,6,0,2.4,77,0.28,135,16.3,0.27,0
11380,67,0,3.47,41,1.09,703,37,0.27,0
11803,241,0,2.4,77,0.28,135,16.3,0.27,0
17116,91,87,0,22,0.91,302,0,0.27,0
17122,83,82,0,21,1,327,0,0.27,0
18174,257,0,41.56,58,3.58,209,0,0.27,0
22905,388,13,1.76,12,2.48,163,0.7,0.27,0
42205,"1,528",11,9.95,689,0.28,288,0,0.27,0
43278,"1,345",36,7.74,562,0.33,242,0,0.27,0
43404,5,0,4.6,10,0.06,45,32,0.27,0
5013,86,89,0,15,1.21,243,0,0.27,0.1
5014,70,83,0,14,1.17,180,0,0.27,0.1
5041,77,85,0,15,1.06,247,0,0.27,0.1
5042,65,77,0,13,0.93,180,0,0.27,0.1
5045,93,93,0,15,1.33,240,0,0.27,0.1
5046,74,88,0,14,1.36,181,0,0.27,0.1
5051,87,88,0,21,1.42,210,0,0.27,0.1
5052,64,78,0,18,1.22,145,0,0.27,0.1
5056,67,85,0,21,1.27,158,0,0.27,0.1
5060,71,84,0,14,1.07,245,0,0.27,0.1
5061,62,75,0,13,0.92,178,0,0.27,0.1
5064,74,85,0,15,1.04,256,0,0.27,0.1
5065,63,77,0,13,0.88,187,0,0.27,0.1
5070,76,83,0,11,1.33,184,0,0.27,0.1
5074,80,88,0,11,1.37,199,0,0.27,0.1
5079,73,84,0,11,1.35,176,0,0.27,0.1
5083,78,89,0,11,1.4,190,0,0.27,0.1
5087,52,70,0,27,2.3,108,0,0.27,0.1
5095,71,84,0,11,1.37,170,0,0.27,0.1
5099,75,90,0,11,1.42,183,0,0.27,0.1
5103,82,84,0,15,1.27,184,0,0.27,0.1
5104,67,70,0,12,1.13,139,0,0.27,0.1
5107,92,85,0,16,1.16,210,0,0.27,0.1
5108,73,74,0,13,1.12,153,0,0.27,0.1
5118,51,75,0,13,1.08,236,0,0.27,0.1
18204,357,51,37.7,21,2.14,63,0.1,0.27,0.1
22953,525,14,5.32,34,1.55,212,29.3,0.27,0.1
43275,"1,430",35,0.59,684,0.43,180,0,0.27,0.1
5335,67,84,0,88,0.91,31,0,0.27,0.2
5674,51,105,0,6,0.37,119,0,0.27,0.2
43283,43,89,0,16,1.43,271,2.3,0.27,0.2
5284,467,66,0,12,1.86,224,2,0.27,0.3
7015,"1,112",63,2.98,48,1.03,281,0,0.27,0.3
42258,"1,587",53,8.02,529,0.2,330,0,0.27,0.3
43274,470,54,5.82,148,0.17,247,0,0.27,0.3
5057,63,64,0,11,0.74,220,0,0.27,0.4
10013,77,85,0,16,0.9,416,0,0.27,0.4
11656,282,72,6.59,39,0.53,176,3.7,0.27,0.5
1020,800,116,1.55,550,0.23,64,0,0.27,0.6
43340,63,79,0.85,1376,0.95,107,0,0.27,0.6
43398,7,94,0.45,616,0.39,162,0,0.27,0.6
7030,"1,245",70,0,10,0.79,311,0,0.27,0.7
10987,72,99,0,12,0.98,486,0,0.27,0.7
